MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,date
Verkehrsunfälle,Verletzte und Getötete,2003,200307,644.0,865.0,-10.93,-25.55,540.0,2003-07-01
Verkehrsunfälle,Verletzte und Getötete,2003,200308,577.0,601.0,-10.4,-3.99,538.0,2003-08-01
Verkehrsunfälle,Verletzte und Getötete,2003,200309,560.0,621.0,-2.95,-9.82,533.0,2003-09-01
Verkehrsunfälle,Verletzte und Getötete,2003,200310,595.0,630.0,6.25,-5.56,530.0,2003-10-01
Verkehrsunfälle,Verletzte und Getötete,2003,200311,464.0,563.0,-22.02,-17.58,522.0,2003-11-01
Verkehrsunfälle,Verletzte und Getötete,2003,200312,493.0,394.0,6.25,25.13,530.0,2003-12-01
Verkehrsunfälle,Verletzte und Getötete,2004,200401,377.0,358.0,-23.53,5.31,532.0,2004-01-01
Verkehrsunfälle,Verletzte und Getötete,2004,200402,310.0,308.0,-17.77,0.65,532.0,2004-02-01
Verkehrsunfälle,Verletzte und Getötete,2004,200403,403.0,476.0,30.0,-15.34,526.0,2004-03-01
Verkehrsunfälle,Verletzte und Getötete,2004,200404,461.0,535.0,14.39,-13.83,520.0,2004-04-01
Verkehrsunfälle,Verletzte und Getötete,2004,200405,600.0,632.0,30.15,-5.06,517.0,2004-05-01
Verkehrsunfälle,Verletzte und Getötete,2004,200406,598.0,723.0,-0.33,-17.29,507.0,2004-06-01
Verkehrsunfälle,Verletzte und Getötete,2004,200407,811.0,644.0,35.62,25.93,521.0,2004-07-01
Verkehrsunfälle,Verletzte und Getötete,2004,200408,584.0,577.0,-27.99,1.21,521.0,2004-08-01
Verkehrsunfälle,Verletzte und Getötete,2004,200409,659.0,560.0,12.84,17.68,530.0,2004-09-01
Verkehrsunfälle,Verletzte und Getötete,2004,200410,561.0,595.0,-14.87,-5.71,527.0,2004-10-01
Verkehrsunfälle,Verletzte und Getötete,2004,200411,439.0,464.0,-21.75,-5.39,525.0,2004-11-01
Verkehrsunfälle,Verletzte und Getötete,2004,200412,416.0,493.0,-5.24,-15.62,518.0,2004-12-01
Verkehrsunfälle,Verletzte und Getötete,2005,200501,306.0,377.0,-26.44,-18.83,512.0,2005-01-01
Verkehrsunfälle,Verletzte und Getötete,2005,200502,282.0,310.0,-7.84,-9.03,510.0,2005-02-01
Verkehrsunfälle,Verletzte und Getötete,2005,200503,385.0,403.0,36.52,-4.47,509.0,2005-03-01
Verkehrsunfälle,Verletzte und Getötete,2005,200504,514.0,461.0,33.51,11.5,513.0,2005-04-01
Verkehrsunfälle,Verletzte und Getötete,2005,200505,618.0,600.0,20.23,3.0,514.0,2005-05-01
Verkehrsunfälle,Verletzte und Getötete,2005,200506,729.0,598.0,17.96,21.91,525.0,2005-06-01
Verkehrsunfälle,Verletzte und Getötete,2005,200507,675.0,811.0,-7.41,-16.77,514.0,2005-07-01
Verkehrsunfälle,Verletzte und Getötete,2005,200508,582.0,584.0,-13.78,-0.34,514.0,2005-08-01
Verkehrsunfälle,Verletzte und Getötete,2005,200509,825.0,659.0,41.75,25.19,528.0,2005-09-01
Verkehrsunfälle,Verletzte und Getötete,2005,200510,568.0,561.0,-31.15,1.25,528.0,2005-10-01
Verkehrsunfälle,Verletzte und Getötete,2005,200511,458.0,439.0,-19.37,4.33,530.0,2005-11-01
Verkehrsunfälle,Verletzte und Getötete,2005,200512,460.0,416.0,0.44,10.58,534.0,2005-12-01
Verkehrsunfälle,Verletzte und Getötete,2006,200601,364.0,306.0,-20.87,18.95,538.0,2006-01-01
Verkehrsunfälle,Verletzte und Getötete,2006,200602,279.0,282.0,-23.35,-1.06,538.0,2006-02-01
Verkehrsunfälle,Verletzte und Getötete,2006,200603,375.0,385.0,34.41,-2.6,537.0,2006-03-01
Verkehrsunfälle,Verletzte und Getötete,2006,200604,387.0,514.0,3.2,-24.71,527.0,2006-04-01
Verkehrsunfälle,Verletzte und Getötete,2006,200605,564.0,618.0,45.74,-8.74,522.0,2006-05-01
Verkehrsunfälle,Verletzte und Getötete,2006,200606,479.0,729.0,-15.07,-34.29,501.0,2006-06-01
Verkehrsunfälle,Verletzte und Getötete,2006,200607,787.0,675.0,64.3,16.59,511.0,2006-07-01
Verkehrsunfälle,Verletzte und Getötete,2006,200608,513.0,582.0,-34.82,-11.86,505.0,2006-08-01
Verkehrsunfälle,Verletzte und Getötete,2006,200609,490.0,825.0,-4.48,-40.61,477.0,2006-09-01
Verkehrsunfälle,Verletzte und Getötete,2006,200610,632.0,568.0,28.98,11.27,482.0,2006-10-01
Verkehrsunfälle,Verletzte und Getötete,2006,200611,468.0,458.0,-25.95,2.18,483.0,2006-11-01
Verkehrsunfälle,Verletzte und Getötete,2006,200612,466.0,460.0,-0.43,1.3,484.0,2006-12-01
Verkehrsunfälle,Verletzte und Getötete,2007,200701,268.0,364.0,-42.49,-26.37,476.0,2007-01-01
Verkehrsunfälle,Verletzte und Getötete,2007,200702,277.0,279.0,3.36,-0.72,476.0,2007-02-01
Verkehrsunfälle,Verletzte und Getötete,2007,200703,347.0,375.0,25.27,-7.47,473.0,2007-03-01
Verkehrsunfälle,Verletzte und Getötete,2007,200704,500.0,387.0,44.09,29.2,483.0,2007-04-01
Verkehrsunfälle,Verletzte und Getötete,2007,200705,591.0,564.0,18.2,4.79,485.0,2007-05-01
Verkehrsunfälle,Verletzte und Getötete,2007,200706,535.0,479.0,-9.48,11.69,490.0,2007-06-01
Verkehrsunfälle,Verletzte und Getötete,2007,200707,511.0,787.0,-4.49,-35.07,467.0,2007-07-01
Verkehrsunfälle,Verletzte und Getötete,2007,200708,422.0,513.0,-17.42,-17.74,459.0,2007-08-01
Verkehrsunfälle,Verletzte und Getötete,2007,200709,462.0,490.0,9.48,-5.71,457.0,2007-09-01
Verkehrsunfälle,Verletzte und Getötete,2007,200710,491.0,632.0,6.28,-22.31,445.0,2007-10-01
Verkehrsunfälle,Verletzte und Getötete,2007,200711,405.0,468.0,-17.52,-13.46,440.0,2007-11-01
Verkehrsunfälle,Verletzte und Getötete,2007,200712,414.0,466.0,2.22,-11.16,435.0,2007-12-01
Verkehrsunfälle,Verletzte und Getötete,2008,200801,307.0,268.0,-25.85,14.55,439.0,2008-01-01
Verkehrsunfälle,Verletzte und Getötete,2008,200802,340.0,277.0,10.75,22.74,444.0,2008-02-01
Verkehrsunfälle,Verletzte und Getötete,2008,200803,254.0,347.0,-25.29,-26.8,436.0,2008-03-01
Verkehrsunfälle,Verletzte und Getötete,2008,200804,355.0,500.0,39.76,-29.0,424.0,2008-04-01
Verkehrsunfälle,Verletzte und Getötete,2008,200805,534.0,591.0,50.42,-9.64,419.0,2008-05-01
Verkehrsunfälle,Verletzte und Getötete,2008,200806,473.0,535.0,-11.42,-11.59,414.0,2008-06-01
Verkehrsunfälle,Verletzte und Getötete,2008,200807,538.0,511.0,13.74,5.28,416.0,2008-07-01
Verkehrsunfälle,Verletzte und Getötete,2008,200808,480.0,422.0,-10.78,13.74,421.0,2008-08-01
Verkehrsunfälle,Verletzte und Getötete,2008,200809,422.0,462.0,-12.08,-8.66,418.0,2008-09-01
Verkehrsunfälle,Verletzte und Getötete,2008,200810,455.0,491.0,7.82,-7.33,415.0,2008-10-01
Verkehrsunfälle,Verletzte und Getötete,2008,200811,321.0,405.0,-29.45,-20.74,408.0,2008-11-01
Verkehrsunfälle,Verletzte und Getötete,2008,200812,272.0,414.0,-15.26,-34.3,396.0,2008-12-01
Verkehrsunfälle,Verletzte und Getötete,2009,200901,223.0,307.0,-18.01,-27.36,389.0,2009-01-01
Verkehrsunfälle,Verletzte und Getötete,2009,200902,340.0,340.0,52.47,0.0,389.0,2009-02-01
Verkehrsunfälle,Verletzte und Getötete,2009,200903,245.0,254.0,-27.94,-3.54,388.0,2009-03-01
Verkehrsunfälle,Verletzte und Getötete,2009,200904,416.0,355.0,69.8,17.18,393.0,2009-04-01
Verkehrsunfälle,Verletzte und Getötete,2009,200905,535.0,534.0,28.61,0.19,393.0,2009-05-01
Verkehrsunfälle,Verletzte und Getötete,2009,200906,443.0,473.0,-17.2,-6.34,391.0,2009-06-01
Verkehrsunfälle,Verletzte und Getötete,2009,200907,556.0,538.0,25.51,3.35,392.0,2009-07-01
Verkehrsunfälle,Verletzte und Getötete,2009,200908,466.0,480.0,-16.19,-2.92,391.0,2009-08-01
Verkehrsunfälle,Verletzte und Getötete,2009,200909,452.0,422.0,-3.0,7.11,394.0,2009-09-01
Verkehrsunfälle,Verletzte und Getötete,2009,200910,432.0,455.0,-4.42,-5.05,392.0,2009-10-01
Verkehrsunfälle,Verletzte und Getötete,2009,200911,366.0,321.0,-15.28,14.02,396.0,2009-11-01
Verkehrsunfälle,Verletzte und Getötete,2009,200912,391.0,272.0,6.83,43.75,405.0,2009-12-01
Verkehrsunfälle,Verletzte und Getötete,2010,201001,192.0,223.0,-50.9,-13.9,403.0,2010-01-01
Verkehrsunfälle,Verletzte und Getötete,2010,201002,247.0,340.0,28.65,-27.35,395.0,2010-02-01
Verkehrsunfälle,Verletzte und Getötete,2010,201003,341.0,245.0,38.06,39.18,403.0,2010-03-01
Verkehrsunfälle,Verletzte und Getötete,2010,201004,216.0,416.0,-36.66,-48.08,386.0,2010-04-01
Verkehrsunfälle,Verletzte und Getötete,2010,201005,389.0,535.0,80.09,-27.29,374.0,2010-05-01
Verkehrsunfälle,Verletzte und Getötete,2010,201006,517.0,443.0,32.9,16.7,380.0,2010-06-01
Verkehrsunfälle,Verletzte und Getötete,2010,201007,721.0,556.0,39.46,29.68,394.0,2010-07-01
Verkehrsunfälle,Verletzte und Getötete,2010,201008,481.0,466.0,-33.29,3.22,395.0,2010-08-01
Verkehrsunfälle,Verletzte und Getötete,2010,201009,534.0,452.0,11.02,18.14,402.0,2010-09-01
Verkehrsunfälle,Verletzte und Getötete,2010,201010,524.0,432.0,-1.87,21.3,410.0,2010-10-01
Verkehrsunfälle,Verletzte und Getötete,2010,201011,383.0,366.0,-26.91,4.64,411.0,2010-11-01
Verkehrsunfälle,Verletzte und Getötete,2010,201012,277.0,391.0,-27.68,-29.16,402.0,2010-12-01
Verkehrsunfälle,Verletzte und Getötete,2011,201101,328.0,192.0,18.41,70.83,413.0,2011-01-01
Verkehrsunfälle,Verletzte und Getötete,2011,201102,343.0,247.0,4.57,38.87,421.0,2011-02-01
Verkehrsunfälle,Verletzte und Getötete,2011,201103,425.0,341.0,23.91,24.63,428.0,2011-03-01
Verkehrsunfälle,Verletzte und Getötete,2011,201104,604.0,216.0,42.12,179.63,461.0,2011-04-01
Verkehrsunfälle,Verletzte und Getötete,2011,201105,765.0,389.0,26.66,96.66,492.0,2011-05-01
Verkehrsunfälle,Verletzte und Getötete,2011,201106,472.0,517.0,-38.3,-8.7,488.0,2011-06-01
Verkehrsunfälle,Verletzte und Getötete,2011,201107,637.0,721.0,34.96,-11.65,481.0,2011-07-01
Verkehrsunfälle,Verletzte und Getötete,2011,201108,487.0,481.0,-23.55,1.25,482.0,2011-08-01
Verkehrsunfälle,Verletzte und Getötete,2011,201109,519.0,534.0,6.57,-2.81,480.0,2011-09-01
Verkehrsunfälle,Verletzte und Getötete,2011,201110,481.0,524.0,-7.32,-8.21,477.0,2011-10-01
Verkehrsunfälle,Verletzte und Getötete,2011,201111,438.0,383.0,-8.94,14.36,481.0,2011-11-01
Verkehrsunfälle,Verletzte und Getötete,2011,201112,370.0,277.0,-15.53,33.57,489.0,2011-12-01
Verkehrsunfälle,Verletzte und Getötete,2012,201201,338.0,328.0,-8.65,3.05,490.0,2012-01-01
Verkehrsunfälle,Verletzte und Getötete,2012,201202,290.0,343.0,-14.2,-15.45,486.0,2012-02-01
Verkehrsunfälle,Verletzte und Getötete,2012,201203,526.0,425.0,81.38,23.76,494.0,2012-03-01
Verkehrsunfälle,Verletzte und Getötete,2012,201204,485.0,604.0,-7.79,-19.7,484.0,2012-04-01
Verkehrsunfälle,Verletzte und Getötete,2012,201205,719.0,765.0,48.25,-6.01,480.0,2012-05-01
Verkehrsunfälle,Verletzte und Getötete,2012,201206,681.0,472.0,-5.29,44.28,498.0,2012-06-01
Verkehrsunfälle,Verletzte und Getötete,2012,201207,730.0,637.0,7.2,14.6,505.0,2012-07-01
Verkehrsunfälle,Verletzte und Getötete,2012,201208,635.0,487.0,-13.01,30.39,518.0,2012-08-01
Verkehrsunfälle,Verletzte und Getötete,2012,201209,632.0,519.0,-0.47,21.77,527.0,2012-09-01
Verkehrsunfälle,Verletzte und Getötete,2012,201210,580.0,481.0,-8.23,20.58,535.0,2012-10-01
Verkehrsunfälle,Verletzte und Getötete,2012,201211,471.0,438.0,-18.79,7.53,538.0,2012-11-01
Verkehrsunfälle,Verletzte und Getötete,2012,201212,317.0,370.0,-32.7,-14.32,534.0,2012-12-01
Verkehrsunfälle,Verletzte und Getötete,2013,201301,320.0,338.0,0.95,-5.33,532.0,2013-01-01
Verkehrsunfälle,Verletzte und Getötete,2013,201302,326.0,290.0,1.88,12.41,535.0,2013-02-01
Verkehrsunfälle,Verletzte und Getötete,2013,201303,350.0,526.0,7.36,-33.46,521.0,2013-03-01
Verkehrsunfälle,Verletzte und Getötete,2013,201304,523.0,485.0,49.43,7.84,524.0,2013-04-01
Verkehrsunfälle,Verletzte und Getötete,2013,201305,530.0,719.0,1.34,-26.29,508.0,2013-05-01
Verkehrsunfälle,Verletzte und Getötete,2013,201306,734.0,681.0,38.49,7.78,512.0,2013-06-01
Verkehrsunfälle,Verletzte und Getötete,2013,201307,976.0,730.0,32.97,33.7,533.0,2013-07-01
Verkehrsunfälle,Verletzte und Getötete,2013,201308,645.0,635.0,-33.91,1.57,534.0,2013-08-01
Verkehrsunfälle,Verletzte und Getötete,2013,201309,617.0,632.0,-4.34,-2.37,532.0,2013-09-01
Verkehrsunfälle,Verletzte und Getötete,2013,201310,595.0,580.0,-3.57,2.59,534.0,2013-10-01
Verkehrsunfälle,Verletzte und Getötete,2013,201311,483.0,471.0,-18.82,2.55,535.0,2013-11-01
Verkehrsunfälle,Verletzte und Getötete,2013,201312,423.0,317.0,-12.42,33.44,544.0,2013-12-01
Verkehrsunfälle,Verletzte und Getötete,2014,201401,412.0,320.0,-2.6,28.75,551.0,2014-01-01
Verkehrsunfälle,Verletzte und Getötete,2014,201402,372.0,326.0,-9.71,14.11,555.0,2014-02-01
Verkehrsunfälle,Verletzte und Getötete,2014,201403,559.0,350.0,50.27,59.71,572.0,2014-03-01
Verkehrsunfälle,Verletzte und Getötete,2014,201404,549.0,523.0,-1.79,4.97,575.0,2014-04-01
Verkehrsunfälle,Verletzte und Getötete,2014,201405,671.0,530.0,22.22,26.6,586.0,2014-05-01
Verkehrsunfälle,Verletzte und Getötete,2014,201406,656.0,734.0,-2.24,-10.63,580.0,2014-06-01
Verkehrsunfälle,Verletzte und Getötete,2014,201407,783.0,976.0,19.36,-19.77,564.0,2014-07-01
Verkehrsunfälle,Verletzte und Getötete,2014,201408,517.0,645.0,-33.97,-19.84,553.0,2014-08-01
Verkehrsunfälle,Verletzte und Getötete,2014,201409,620.0,617.0,19.92,0.49,553.0,2014-09-01
Verkehrsunfälle,Verletzte und Getötete,2014,201410,652.0,595.0,5.16,9.58,558.0,2014-10-01
Verkehrsunfälle,Verletzte und Getötete,2014,201411,464.0,483.0,-28.83,-3.93,557.0,2014-11-01
Verkehrsunfälle,Verletzte und Getötete,2014,201412,413.0,423.0,-10.99,-2.36,556.0,2014-12-01
Verkehrsunfälle,Verletzte und Getötete,2015,201501,334.0,412.0,-19.13,-18.93,549.0,2015-01-01
Verkehrsunfälle,Verletzte und Getötete,2015,201502,321.0,372.0,-3.89,-13.71,545.0,2015-02-01
Verkehrsunfälle,Verletzte und Getötete,2015,201503,471.0,559.0,46.73,-15.74,538.0,2015-03-01
Verkehrsunfälle,Verletzte und Getötete,2015,201504,598.0,549.0,26.96,8.93,542.0,2015-04-01
Verkehrsunfälle,Verletzte und Getötete,2015,201505,604.0,671.0,1.0,-9.99,536.0,2015-05-01
Verkehrsunfälle,Verletzte und Getötete,2015,201506,673.0,656.0,11.42,2.59,538.0,2015-06-01
Verkehrsunfälle,Verletzte und Getötete,2015,201507,809.0,783.0,20.21,3.32,540.0,2015-07-01
Verkehrsunfälle,Verletzte und Getötete,2015,201508,546.0,517.0,-32.51,5.61,542.0,2015-08-01
Verkehrsunfälle,Verletzte und Getötete,2015,201509,614.0,620.0,12.45,-0.97,542.0,2015-09-01
Verkehrsunfälle,Verletzte und Getötete,2015,201510,569.0,652.0,-7.33,-12.73,535.0,2015-10-01
Verkehrsunfälle,Verletzte und Getötete,2015,201511,506.0,464.0,-11.07,9.05,538.0,2015-11-01
Verkehrsunfälle,Verletzte und Getötete,2015,201512,479.0,413.0,-5.34,15.98,544.0,2015-12-01
Verkehrsunfälle,Verletzte und Getötete,2016,201601,380.0,334.0,-20.67,13.77,548.0,2016-01-01
Verkehrsunfälle,Verletzte und Getötete,2016,201602,351.0,321.0,-7.63,9.35,550.0,2016-02-01
Verkehrsunfälle,Verletzte und Getötete,2016,201603,370.0,471.0,5.41,-21.44,542.0,2016-03-01
Verkehrsunfälle,Verletzte und Getötete,2016,201604,545.0,598.0,47.3,-8.86,537.0,2016-04-01
Verkehrsunfälle,Verletzte und Getötete,2016,201605,602.0,604.0,10.46,-0.33,537.0,2016-05-01
Verkehrsunfälle,Verletzte und Getötete,2016,201606,691.0,673.0,14.78,2.67,539.0,2016-06-01
Verkehrsunfälle,Verletzte und Getötete,2016,201607,742.0,809.0,7.38,-8.28,533.0,2016-07-01
Verkehrsunfälle,Verletzte und Getötete,2016,201608,540.0,546.0,-27.22,-1.1,532.0,2016-08-01
Verkehrsunfälle,Verletzte und Getötete,2016,201609,759.0,614.0,40.56,23.62,545.0,2016-09-01
Verkehrsunfälle,Verletzte und Getötete,2016,201610,559.0,569.0,-26.35,-1.76,544.0,2016-10-01
Verkehrsunfälle,Verletzte und Getötete,2016,201611,489.0,506.0,-12.52,-3.36,542.0,2016-11-01
Verkehrsunfälle,Verletzte und Getötete,2016,201612,381.0,479.0,-22.09,-20.46,534.0,2016-12-01
Verkehrsunfälle,Verletzte und Getötete,2017,201701,307.0,380.0,-19.42,-19.21,528.0,2017-01-01
Verkehrsunfälle,Verletzte und Getötete,2017,201702,334.0,351.0,8.79,-4.84,527.0,2017-02-01
Verkehrsunfälle,Verletzte und Getötete,2017,201703,486.0,370.0,45.51,31.35,536.0,2017-03-01
Verkehrsunfälle,Verletzte und Getötete,2017,201704,439.0,545.0,-9.67,-19.45,527.0,2017-04-01
Verkehrsunfälle,Verletzte und Getötete,2017,201705,631.0,602.0,43.74,4.82,530.0,2017-05-01
Verkehrsunfälle,Verletzte und Getötete,2017,201706,668.0,691.0,5.86,-3.33,528.0,2017-06-01
Verkehrsunfälle,Verletzte und Getötete,2017,201707,752.0,742.0,12.57,1.35,529.0,2017-07-01
Verkehrsunfälle,Verletzte und Getötete,2017,201708,504.0,540.0,-32.98,-6.67,526.0,2017-08-01
Verkehrsunfälle,Verletzte und Getötete,2017,201709,546.0,759.0,8.33,-28.06,508.0,2017-09-01
Verkehrsunfälle,Verletzte und Getötete,2017,201710,572.0,559.0,4.76,2.33,509.0,2017-10-01
Verkehrsunfälle,Verletzte und Getötete,2017,201711,443.0,489.0,-22.55,-9.41,505.0,2017-11-01
Verkehrsunfälle,Verletzte und Getötete,2017,201712,376.0,381.0,-15.12,-1.31,505.0,2017-12-01
Verkehrsunfälle,Verletzte und Getötete,2018,201801,350.0,307.0,-6.91,14.01,508.0,2018-01-01
Verkehrsunfälle,Verletzte und Getötete,2018,201802,328.0,334.0,-6.29,-1.8,508.0,2018-02-01
Verkehrsunfälle,Verletzte und Getötete,2018,201803,383.0,486.0,16.77,-21.19,499.0,2018-03-01
Verkehrsunfälle,Verletzte und Getötete,2018,201804,619.0,439.0,61.62,41.0,514.0,2018-04-01
Verkehrsunfälle,Verletzte und Getötete,2018,201805,640.0,631.0,3.39,1.43,515.0,2018-05-01
Verkehrsunfälle,Verletzte und Getötete,2018,201806,732.0,668.0,14.38,9.58,520.0,2018-06-01
Verkehrsunfälle,Verletzte und Getötete,2018,201807,852.0,752.0,16.39,13.3,529.0,2018-07-01
Verkehrsunfälle,Verletzte und Getötete,2018,201808,529.0,504.0,-37.91,4.96,531.0,2018-08-01
Verkehrsunfälle,Verletzte und Getötete,2018,201809,645.0,546.0,21.93,18.13,539.0,2018-09-01
Verkehrsunfälle,Verletzte und Getötete,2018,201810,616.0,572.0,-4.5,7.69,543.0,2018-10-01
Verkehrsunfälle,Verletzte und Getötete,2018,201811,485.0,443.0,-21.27,9.48,546.0,2018-11-01
Verkehrsunfälle,Verletzte und Getötete,2018,201812,348.0,376.0,-28.25,-7.45,544.0,2018-12-01
Verkehrsunfälle,Verletzte und Getötete,2019,201901,297.0,350.0,-14.66,-15.14,540.0,2019-01-01
Verkehrsunfälle,Verletzte und Getötete,2019,201902,345.0,328.0,16.16,5.18,541.0,2019-02-01
Verkehrsunfälle,Verletzte und Getötete,2019,201903,427.0,383.0,23.77,11.49,545.0,2019-03-01
Verkehrsunfälle,Verletzte und Getötete,2019,201904,515.0,619.0,20.61,-16.8,536.0,2019-04-01
Verkehrsunfälle,Verletzte und Getötete,2019,201905,484.0,640.0,-6.02,-24.38,523.0,2019-05-01
Verkehrsunfälle,Verletzte und Getötete,2019,201906,710.0,732.0,46.69,-3.01,521.0,2019-06-01
Verkehrsunfälle,Verletzte und Getötete,2019,201907,898.0,852.0,26.48,5.4,525.0,2019-07-01
Verkehrsunfälle,Verletzte und Getötete,2019,201908,532.0,529.0,-40.76,0.57,525.0,2019-08-01
Verkehrsunfälle,Verletzte und Getötete,2019,201909,609.0,645.0,14.47,-5.58,522.0,2019-09-01
Verkehrsunfälle,Verletzte und Getötete,2019,201910,591.0,616.0,-2.96,-4.06,520.0,2019-10-01
Verkehrsunfälle,Verletzte und Getötete,2019,201911,453.0,485.0,-23.35,-6.6,517.0,2019-11-01
Verkehrsunfälle,Verletzte und Getötete,2019,201912,378.0,348.0,-16.56,8.62,520.0,2019-12-01
Verkehrsunfälle,Verletzte und Getötete,2020,202001,360.0,297.0,-4.76,21.21,525.0,2020-01-01
Verkehrsunfälle,Verletzte und Getötete,2020,202002,355.0,345.0,-1.39,2.9,526.0,2020-02-01
Verkehrsunfälle,Verletzte und Getötete,2020,202003,334.0,427.0,-5.92,-21.78,518.0,2020-03-01
Verkehrsunfälle,Verletzte und Getötete,2020,202004,363.0,515.0,8.68,-29.51,506.0,2020-04-01
Verkehrsunfälle,Verletzte und Getötete,2020,202005,464.0,484.0,27.82,-4.13,504.0,2020-05-01
Verkehrsunfälle,Verletzte und Getötete,2020,202006,585.0,710.0,26.08,-17.61,494.0,2020-06-01
Verkehrsunfälle,Verletzte und Getötete,2020,202007,821.0,898.0,40.34,-8.57,487.0,2020-07-01
Verkehrsunfälle,Verletzte und Getötete,2020,202008,563.0,532.0,-31.43,5.83,490.0,2020-08-01
Verkehrsunfälle,Verletzte und Getötete,2020,202009,634.0,609.0,12.61,4.11,492.0,2020-09-01
Verkehrsunfälle,Verletzte und Getötete,2020,202010,566.0,591.0,-10.73,-4.23,490.0,2020-10-01
Verkehrsunfälle,Verletzte und Getötete,2020,202011,348.0,453.0,-38.52,-23.18,481.0,2020-11-01
Verkehrsunfälle,Verletzte und Getötete,2020,202012,311.0,378.0,-10.63,-17.72,475.0,2020-12-01
Verkehrsunfälle,insgesamt,2000,200001,3448.0,0.0,0.0,0.0,3448.0,2000-01-01
Verkehrsunfälle,insgesamt,2000,200002,3181.0,0.0,-7.74,0.0,3315.0,2000-02-01
Verkehrsunfälle,insgesamt,2000,200003,3783.0,0.0,18.92,0.0,3471.0,2000-03-01
Verkehrsunfälle,insgesamt,2000,200004,3317.0,0.0,-12.32,0.0,3432.0,2000-04-01
Verkehrsunfälle,insgesamt,2000,200005,4123.0,0.0,24.3,0.0,3570.0,2000-05-01
Verkehrsunfälle,insgesamt,2000,200006,3329.0,0.0,-19.26,0.0,3530.0,2000-06-01
Verkehrsunfälle,insgesamt,2000,200007,4282.0,0.0,28.63,0.0,3638.0,2000-07-01
Verkehrsunfälle,insgesamt,2000,200008,3387.0,0.0,-20.9,0.0,3606.0,2000-08-01
Verkehrsunfälle,insgesamt,2000,200009,3807.0,0.0,12.4,0.0,3629.0,2000-09-01
Verkehrsunfälle,insgesamt,2000,200010,4117.0,0.0,8.14,0.0,3677.0,2000-10-01
Verkehrsunfälle,insgesamt,2000,200011,3931.0,0.0,-4.52,0.0,3700.0,2000-11-01
Verkehrsunfälle,insgesamt,2000,200012,3789.0,0.0,-3.61,0.0,3708.0,2000-12-01
Verkehrsunfälle,insgesamt,2001,200101,3348.0,3448.0,-11.64,-2.9,3700.0,2001-01-01
Verkehrsunfälle,insgesamt,2001,200102,3148.0,3181.0,-5.97,-1.04,3697.0,2001-02-01
Verkehrsunfälle,insgesamt,2001,200103,3970.0,3783.0,26.11,4.94,3712.0,2001-03-01
Verkehrsunfälle,insgesamt,2001,200104,3565.0,3317.0,-10.2,7.48,3733.0,2001-04-01
Verkehrsunfälle,insgesamt,2001,200105,4128.0,4123.0,15.79,0.12,3733.0,2001-05-01
Verkehrsunfälle,insgesamt,2001,200106,3715.0,3329.0,-10.0,11.6,3766.0,2001-06-01
Verkehrsunfälle,insgesamt,2001,200107,4288.0,4282.0,15.42,0.14,3766.0,2001-07-01
Verkehrsunfälle,insgesamt,2001,200108,3351.0,3387.0,-21.85,-1.06,3763.0,2001-08-01
Verkehrsunfälle,insgesamt,2001,200109,3939.0,3807.0,17.55,3.47,3774.0,2001-09-01
Verkehrsunfälle,insgesamt,2001,200110,4250.0,4117.0,7.9,3.23,3785.0,2001-10-01
Verkehrsunfälle,insgesamt,2001,200111,4022.0,3931.0,-5.36,2.31,3793.0,2001-11-01
Verkehrsunfälle,insgesamt,2001,200112,3989.0,3789.0,-0.82,5.28,3809.0,2001-12-01
Verkehrsunfälle,insgesamt,2002,200201,3063.0,3348.0,-23.21,-8.51,3786.0,2002-01-01
Verkehrsunfälle,insgesamt,2002,200202,2892.0,3148.0,-5.58,-8.13,3764.0,2002-02-01
Verkehrsunfälle,insgesamt,2002,200203,3380.0,3970.0,16.87,-14.86,3715.0,2002-03-01
Verkehrsunfälle,insgesamt,2002,200204,3142.0,3565.0,-7.04,-11.87,3680.0,2002-04-01
Verkehrsunfälle,insgesamt,2002,200205,3731.0,4128.0,18.75,-9.62,3647.0,2002-05-01
Verkehrsunfälle,insgesamt,2002,200206,3586.0,3715.0,-3.89,-3.47,3636.0,2002-06-01
Verkehrsunfälle,insgesamt,2002,200207,3960.0,4288.0,10.43,-7.65,3609.0,2002-07-01
Verkehrsunfälle,insgesamt,2002,200208,3007.0,3351.0,-24.07,-10.27,3580.0,2002-08-01
Verkehrsunfälle,insgesamt,2002,200209,3436.0,3939.0,14.27,-12.77,3538.0,2002-09-01
Verkehrsunfälle,insgesamt,2002,200210,3859.0,4250.0,12.31,-9.2,3506.0,2002-10-01
Verkehrsunfälle,insgesamt,2002,200211,3529.0,4022.0,-8.55,-12.26,3465.0,2002-11-01
Verkehrsunfälle,insgesamt,2002,200212,3023.0,3989.0,-14.34,-24.22,3384.0,2002-12-01
Verkehrsunfälle,insgesamt,2003,200301,3073.0,3063.0,1.65,0.33,3385.0,2003-01-01
Verkehrsunfälle,insgesamt,2003,200302,2968.0,2892.0,-3.42,2.63,3391.0,2003-02-01
Verkehrsunfälle,insgesamt,2003,200303,3060.0,3380.0,3.1,-9.47,3365.0,2003-03-01
